X1,geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
2,city,Albany,transit,NA,New York,United States,2020-04-12,26.29
2,city,Albany,transit,NA,New York,United States,2020-04-13,33.02
2,city,Albany,transit,NA,New York,United States,2020-04-14,42.22
2,city,Albany,transit,NA,New York,United States,2020-04-15,33.53
2,city,Albany,transit,NA,New York,United States,2020-04-16,40.41
2,city,Albany,transit,NA,New York,United States,2020-04-17,35.11
2,city,Albany,transit,NA,New York,United States,2020-04-18,35.35
2,city,Albany,transit,NA,New York,United States,2020-04-19,35.53
2,city,Albany,transit,NA,New York,United States,2020-04-20,47.65
2,city,Albany,transit,NA,New York,United States,2020-04-21,38.32
2,city,Albany,transit,NA,New York,United States,2020-04-22,38.83
2,city,Albany,transit,NA,New York,United States,2020-04-23,38.27
2,city,Albany,transit,NA,New York,United States,2020-04-24,39.8
2,city,Albany,transit,NA,New York,United States,2020-04-25,36.97
2,city,Albany,transit,NA,New York,United States,2020-04-26,31.12
2,city,Albany,transit,NA,New York,United States,2020-04-27,40.83
2,city,Albany,transit,NA,New York,United States,2020-04-28,44.59
2,city,Albany,transit,NA,New York,United States,2020-04-29,43.06
2,city,Albany,transit,NA,New York,United States,2020-04-30,41.52
2,city,Albany,transit,NA,New York,United States,2020-05-01,41.85
2,city,Albany,transit,NA,New York,United States,2020-05-02,45.05
2,city,Albany,transit,NA,New York,United States,2020-05-03,41.48
2,city,Albany,transit,NA,New York,United States,2020-05-04,46.35
2,city,Albany,transit,NA,New York,United States,2020-05-05,48.26
2,city,Albany,transit,NA,New York,United States,2020-05-06,43.71
2,city,Albany,transit,NA,New York,United States,2020-05-07,40.92
2,city,Albany,transit,NA,New York,United States,2020-05-08,47.65
2,city,Albany,transit,NA,New York,United States,2020-05-09,39.85
2,city,Albany,transit,NA,New York,United States,2020-05-10,40.92
2,city,Albany,transit,NA,New York,United States,2020-05-11,NA
2,city,Albany,transit,NA,New York,United States,2020-05-12,NA
2,city,Albany,transit,NA,New York,United States,2020-05-13,45.01
2,city,Albany,transit,NA,New York,United States,2020-05-14,45.8
2,city,Albany,transit,NA,New York,United States,2020-05-15,46.17
2,city,Albany,transit,NA,New York,United States,2020-05-16,48.21
2,city,Albany,transit,NA,New York,United States,2020-05-17,44.91
2,city,Albany,transit,NA,New York,United States,2020-05-18,56.06
2,city,Albany,transit,NA,New York,United States,2020-05-19,56.62
2,city,Albany,transit,NA,New York,United States,2020-05-20,55.04
2,city,Albany,transit,NA,New York,United States,2020-05-21,54.34
2,city,Albany,transit,NA,New York,United States,2020-05-22,55.46
2,city,Albany,transit,NA,New York,United States,2020-05-23,54.67
2,city,Albany,transit,NA,New York,United States,2020-05-24,45.84
2,city,Albany,transit,NA,New York,United States,2020-05-25,52.07
2,city,Albany,transit,NA,New York,United States,2020-05-26,55.69
2,city,Albany,transit,NA,New York,United States,2020-05-27,59.87
2,city,Albany,transit,NA,New York,United States,2020-05-28,55.55
2,city,Albany,transit,NA,New York,United States,2020-05-29,57.97
2,city,Albany,transit,NA,New York,United States,2020-05-30,58.24
2,city,Albany,transit,NA,New York,United States,2020-05-31,50.95
2,city,Albany,transit,NA,New York,United States,2020-06-01,53.79
2,city,Albany,transit,NA,New York,United States,2020-06-02,55.88
2,city,Albany,transit,NA,New York,United States,2020-06-03,62.24
2,city,Albany,transit,NA,New York,United States,2020-06-04,58.71
2,city,Albany,transit,NA,New York,United States,2020-06-05,62.05
2,city,Albany,transit,NA,New York,United States,2020-06-06,60.38
2,city,Albany,transit,NA,New York,United States,2020-06-07,49.33
2,city,Albany,transit,NA,New York,United States,2020-06-08,59.68
2,city,Albany,transit,NA,New York,United States,2020-06-09,57.08
2,city,Albany,transit,NA,New York,United States,2020-06-10,63.63
2,city,Albany,transit,NA,New York,United States,2020-06-11,60.94
2,city,Albany,transit,NA,New York,United States,2020-06-12,66.56
2,city,Albany,transit,NA,New York,United States,2020-06-13,56.57
2,city,Albany,transit,NA,New York,United States,2020-06-14,48.49
2,city,Albany,transit,NA,New York,United States,2020-06-15,62.19
2,city,Albany,transit,NA,New York,United States,2020-06-16,65.77
2,city,Albany,transit,NA,New York,United States,2020-06-17,72.92
2,city,Albany,transit,NA,New York,United States,2020-06-18,63.82
2,city,Albany,transit,NA,New York,United States,2020-06-19,74.18
2,city,Albany,transit,NA,New York,United States,2020-06-20,60.38
2,city,Albany,transit,NA,New York,United States,2020-06-21,59.03
2,city,Albany,transit,NA,New York,United States,2020-06-22,67.25
2,city,Albany,transit,NA,New York,United States,2020-06-23,73.15
2,city,Albany,transit,NA,New York,United States,2020-06-24,71.9
2,city,Albany,transit,NA,New York,United States,2020-06-25,71.25
2,city,Albany,transit,NA,New York,United States,2020-06-26,69.21
2,city,Albany,transit,NA,New York,United States,2020-06-27,60.57
2,city,Albany,transit,NA,New York,United States,2020-06-28,55.27
2,city,Albany,transit,NA,New York,United States,2020-06-29,70.23
2,city,Albany,transit,NA,New York,United States,2020-06-30,66.05
2,city,Albany,transit,NA,New York,United States,2020-07-01,72.09
2,city,Albany,transit,NA,New York,United States,2020-07-02,70.27
2,city,Albany,transit,NA,New York,United States,2020-07-03,68.51
2,city,Albany,transit,NA,New York,United States,2020-07-04,65.82
2,city,Albany,transit,NA,New York,United States,2020-07-05,63.63
2,city,Albany,transit,NA,New York,United States,2020-07-06,75.71
2,city,Albany,transit,NA,New York,United States,2020-07-07,72.09
2,city,Albany,transit,NA,New York,United States,2020-07-08,72.88
2,city,Albany,transit,NA,New York,United States,2020-07-09,74.04
